last_updated,title,leilao,link,valor,lote,view
,VOLKSWAGEN/GOL 1.6 CITY - O*****1 - 2013 - 2014 - ALC/GAS,"14/08/2019, 20:32:23",https://www.guariglialeiloes.com.br/lote/17796/show,"R$16.000,00",, visualizações: 343 
,"LOTE 60,KIA/SOUL EX 1.6 FF AT - K*****8 - 2011 - 2011 - ALC/GAS","14/08/2019, 20:32:23",https://www.guariglialeiloes.com.br/lote/17662/show?page=2,"R$15.800,00",, visualizações: 2068 
,"LOTE 59,NISSAN/SENTRA - L*****1 - 2008 - 2009 - GASOLINA/GNV","14/08/2019, 20:32:23",https://www.guariglialeiloes.com.br/lote/17747/show?page=2,"R$8.200,00",, visualizações: 1529 
,"LOTE 58,PEUGEOT/307 HBFELINE A - M*****8 - 2008 - 2009 - ALC/GAS","14/08/2019, 20:32:23",https://www.guariglialeiloes.com.br/lote/17750/show?page=2,"R$7.200,00",, visualizações: 967 
,"LOTE 56,CHRYSLER/PT CRUISER C - L*****0 - 2008 - 2009 - GASOLINA","14/08/2019, 20:32:23",https://www.guariglialeiloes.com.br/lote/17665/show?page=2,"R$12.000,00",, visualizações: 1441 
,"LOTE 57,CITROEN/C4 PALLAS20EXA - J*****0 - 2007 - 2008 - GASOLINA","14/08/2019, 20:32:23",https://www.guariglialeiloes.com.br/lote/17746/show?page=2,"R$7.200,00",, visualizações: 1573 
,"LOTE 55,CITROEN/XSARA PICASSO EXA - A*****1 - 2005 - 2006 - GASOLINA","14/08/2019, 20:32:23",https://www.guariglialeiloes.com.br/lote/17753/show?page=2,"R$5.400,00",, visualizações: 517 
,"LOTE 54,FORD/FIESTA 1.6 FLEX - K*****8 - 2013 - 2014 - ALC/GAS/GNV","14/08/2019, 20:32:23",https://www.guariglialeiloes.com.br/lote/17718/show?page=2,"R$13.200,00",, visualizações: 383 
,"LOTE 53,PEUGEOT/408 ALLURE - K*****8 - 2011 - 2012 - ALC/GAS","14/08/2019, 20:32:23",https://www.guariglialeiloes.com.br/lote/17743/show?page=2,"R$13.200,00",, visualizações: 1058 
,"LOTE 52,FIAT/IDEA ADVENTURE 1.8 - L*****6 - 2011 - 2012 - ALC/GAS/GNV","14/08/2019, 20:32:23",https://www.guariglialeiloes.com.br/lote/17744/show?page=2,"R$7.000,00",, visualizações: 1416 
,"LOTE 51,PEUGEOT/207 HB XR - K*****4 - 2008 - 2009 - ALC/GAS","14/08/2019, 20:32:23",https://www.guariglialeiloes.com.br/lote/17752/show?page=2,"R$5.800,00",, visualizações: 827 
,"LOTE 50,FORD/FIESTA 1.6 FLEX - K*****8 - 2010 - 2011 - ALC/GAS/GNV","14/08/2019, 20:32:24",https://www.guariglialeiloes.com.br/lote/17751/show?page=2,"R$9.000,00",, visualizações: 819 
,"LOTE 48,VOLKSWAGEN/FOX TL MB - F*****1 - 2014 - 2015 - ALC/GAS/GNV","14/08/2019, 20:32:24",https://www.guariglialeiloes.com.br/lote/17755/show?page=2,"R$18.200,00",, visualizações: 955 
,"LOTE 49,RENAULT/SANDERO EXP 16HP - O*****3 - 2013 - 2014 - ALC/GAS","14/08/2019, 20:32:24",https://www.guariglialeiloes.com.br/lote/17754/show?page=2,"R$11.200,00",, visualizações: 859 
,"LOTE 47,CHEVROLET/ZAFIRA COMFORT - K*****0 - 2011 - 2012 - ALC/GAS/GNV","14/08/2019, 20:32:24",https://www.guariglialeiloes.com.br/lote/17837/show?page=2,"R$9.800,00",, visualizações: 152 
,"LOTE 46,HONDA/CG 160 FAN - E*****7 - 2019 - 2019 - ALC/GAS","14/08/2019, 20:32:24",https://www.guariglialeiloes.com.br/lote/17717/show?page=2,"R$6.400,00",, visualizações: 810 
,"LOTE 45,FORD/FUSION - D*****6 - 2007 - 2008 - GASOLINA","14/08/2019, 20:32:24",https://www.guariglialeiloes.com.br/lote/17716/show?page=2,"R$11.800,00",, visualizações: 1174 
,"LOTE 44,RENAULT/SANDERO EXP 16 - K*****6 - 2010 - 2010 - ALC/GAS","14/08/2019, 20:32:24",https://www.guariglialeiloes.com.br/lote/17715/show?page=2,"R$9.200,00",, visualizações: 623 
,"LOTE 43,VOLKSWAGEN/SAVEIRO 1.6 SURF - D*****7 - 2008 - 2008 - ALC/GAS","14/08/2019, 20:32:24",https://www.guariglialeiloes.com.br/lote/17714/show?page=2,"R$9.600,00",, visualizações: 2310 
,"LOTE 42,FORD/KA FLEX - L*****4 - 2010 - 2011 - ALC/GAS","14/08/2019, 20:32:24",https://www.guariglialeiloes.com.br/lote/17713/show?page=2,"R$8.000,00",, visualizações: 697 
,"LOTE 40,FIAT/UNO MILLE FIRE FLEX - M*****5 - 2007 - 2008 - ALC/GAS","14/08/2019, 20:32:24",https://www.guariglialeiloes.com.br/lote/17707/show?page=2,"R$6.000,00",, visualizações: 1071 
,"LOTE 41,FIAT/PALIO FIRE FLEX - D*****7 - 2006 - 2007 - ALC/GAS","14/08/2019, 20:32:24",https://www.guariglialeiloes.com.br/lote/17712/show?page=2,"R$6.400,00",, visualizações: 806 
,"LOTE 38,FIAT/UNO WAY 1.0 - N*****3 - 2010 - 2011 - ALC/GAS","14/08/2019, 20:32:24",https://www.guariglialeiloes.com.br/lote/17705/show?page=2,"R$8.400,00",, visualizações: 1197 
,"LOTE 39,CHEVROLET/CORSA HATCH JOY - D*****7 - 2004 - 2005 - GASOLINA","14/08/2019, 20:32:24",https://www.guariglialeiloes.com.br/lote/17706/show?page=2,"R$6.000,00",, visualizações: 1526 
,"LOTE 37,HONDA/CIVIC LSX FLEX - M*****7 - 2008 - 2008 - ALC/GAS","14/08/2019, 20:32:24",https://www.guariglialeiloes.com.br/lote/17704/show?page=2,"R$13.600,00",, visualizações: 3085 
,"LOTE 36,CITROEN/BERLINGO 16 MP - A*****8 - 2005 - 2006 - GASOLINA/GNV","14/08/2019, 20:32:24",https://www.guariglialeiloes.com.br/lote/17692/show?page=2,"R$6.000,00",, visualizações: 1207 
,"LOTE 90,JAC/- T40 1.5 JETFLEX - L*****5 - 2018 - 2019 - GASOLINA","14/08/2019, 20:32:25",https://www.guariglialeiloes.com.br/lote/17834/show?page=3,"R$40.000,00",, visualizações: 1157 
,"LOTE 89,FIAT/SIENA FIRE FLEX - L*****0 - 2010 - 2011 - ALC/GAS/GNV","14/08/2019, 20:32:25",https://www.guariglialeiloes.com.br/lote/17761/show?page=3,"R$7.300,00",, visualizações: 393 
,"LOTE 88,CHEVROLET/SONIC LTZ NB AT - K*****7 - 2013 - 2014 - ALC/GAS","14/08/2019, 20:32:25",https://www.guariglialeiloes.com.br/lote/17762/show?page=3,"R$17.400,00",, visualizações: 915 
,"LOTE 87,VOLKSWAGEN/VOYAGE TL MB S - P*****0 - 2014 - 2015 - ALC/GAS","14/08/2019, 20:32:25",https://www.guariglialeiloes.com.br/lote/17760/show?page=3,"R$20.800,00",, visualizações: 669 
,"LOTE 85,FIAT/SIENA HLX FLEX - H*****0 - 2009 - 2009 - ALC/GAS","14/08/2019, 20:32:25",https://www.guariglialeiloes.com.br/lote/17758/show?page=3,"R$13.000,00",, visualizações: 418 
,"LOTE 86,CHEVROLET/AGILE LTZ - K*****2 - 2010 - 2010 - ALC/GAS/GNV","14/08/2019, 20:32:25",https://www.guariglialeiloes.com.br/lote/17759/show?page=3,"R$7.200,00",, visualizações: 1070 
,"LOTE 84,HYUNDAI/AZERA 3.0 V6 - F*****0 - 2012 - 2013 - GASOLINA","14/08/2019, 20:32:25",https://www.guariglialeiloes.com.br/lote/17766/show?page=3,"R$40.000,00",, visualizações: 1966 
,"LOTE 83,FIAT/SIENA ESSENCE 16 - F*****3 - 2013 - 2014 - ALC/GAS","14/08/2019, 20:32:25",https://www.guariglialeiloes.com.br/lote/17756/show?page=3,"R$15.200,00",, visualizações: 562 
,"LOTE 82,VOLKSWAGEN/VOYAGE 1.6 - H*****1 - 2011 - 2012 - ALC/GAS","14/08/2019, 20:32:25",https://www.guariglialeiloes.com.br/lote/17757/show?page=3,"R$17.200,00",, visualizações: 509 
,"LOTE 81,RENAULT/SANDERO AUT1016V - H*****7 - 2009 - 2010 - ALC/GAS","14/08/2019, 20:32:25",https://www.guariglialeiloes.com.br/lote/17835/show?page=3,"R$8.000,00",, visualizações: 468 
,"LOTE 80,MÁQUINAS / EQUIPAMENTOS","14/08/2019, 20:32:25",https://www.guariglialeiloes.com.br/lote/17777/show?page=3,"R$500,00",, visualizações: 1082 
,"LOTE 79,VOLKSWAGEN/GOL 1.0 GIV - E*****1 - 2010 - 2011 - ALC/GAS","14/08/2019, 20:32:25",https://www.guariglialeiloes.com.br/lote/17781/show?page=3,"R$9.000,00",, visualizações: 341 
,"LOTE 78,VOLKSWAGEN/VOYAGE CITY MB - P*****3 - 2014 - 2015 - ALC/GAS","14/08/2019, 20:32:25",https://www.guariglialeiloes.com.br/lote/17858/show?page=3,"R$21.000,00",, visualizações: 167 
,"LOTE 77,FIAT/SIENA 1.4 TETRAFUEL - K*****1 - 2010 - 2010 - ALC/GAS/GNV","14/08/2019, 20:32:25",https://www.guariglialeiloes.com.br/lote/17778/show?page=3,"R$8.000,00",, visualizações: 672 
,"LOTE 74,IVECO/- DAILY 70C16HDCS - H*****0 - 2011 - 2012 - DIESEL","14/08/2019, 20:32:26",https://www.guariglialeiloes.com.br/lote/17838/show?page=3,"R$30.000,00",, visualizações: 330 
,"LOTE 76,MARCOPOLO/VOLARE V8L ON - O*****4 - 2014 - 2014 - DIESEL","14/08/2019, 20:32:26",https://www.guariglialeiloes.com.br/lote/17833/show?page=3,"R$110.000,00",, visualizações: 476 
,"LOTE 75,CHEVROLET/MERIVA JOY - L*****5 - 2011 - 2012 - Sucata","14/08/2019, 20:32:26",https://www.guariglialeiloes.com.br/lote/17719/show?page=3,"R$800,00",, visualizações: 449 
,"LOTE 73,IVECO/- DAILY55C16 CS - K*****6 - 2011 - 2011 - DIESEL","14/08/2019, 20:32:26",https://www.guariglialeiloes.com.br/lote/17749/show?page=3,"R$27.000,00",, visualizações: 838 
,"LOTE 72,MERCEDES-BENZ/- 915C - L*****0 - 2007 - 2007 - DIESEL","14/08/2019, 20:32:26",https://www.guariglialeiloes.com.br/lote/17745/show?page=3,"R$47.000,00",, visualizações: 778 
,"LOTE 71,SCANIA/- K310 NEOBUS SROAD - L*****2 - 2011 - 2012 - DIESEL","14/08/2019, 20:32:26",https://www.guariglialeiloes.com.br/lote/17667/show?page=3,"R$115.000,00",, visualizações: 836 
,"LOTE 70,CHEVROLET/ONIX 10MT JOYE - P*****3 - 2017 - 2018 - ALC/GAS","14/08/2019, 20:32:26",https://www.guariglialeiloes.com.br/lote/17703/show?page=3,"R$24.400,00",, visualizações: 943 
,"LOTE 69,HYUNDAI/HB20 1.0M COMFOR - P*****8 - 2015 - 2016 - ALC/GAS/GNV","14/08/2019, 20:32:26",https://www.guariglialeiloes.com.br/lote/17748/show?page=3,"R$18.600,00",, visualizações: 1148 
,"LOTE 66,VOLKSWAGEN/GOL CITY MB - F*****0 - 2014 - 2015 - ALC/GAS","14/08/2019, 20:32:26",https://www.guariglialeiloes.com.br/lote/17702/show?page=3,"R$14.000,00",, visualizações: 1189 
,"LOTE 68,HYUNDAI/I30 2.0 - N*****7 - 2010 - 2011 - GASOLINA","14/08/2019, 20:32:26",https://www.guariglialeiloes.com.br/lote/17710/show?page=3,"R$15.200,00",, visualizações: 2193 
,"LOTE 67,HYUNDAI/IX35 2.0 - P*****8 - 2010 - 2011 - GASOLINA/GNV","14/08/2019, 20:32:26",https://www.guariglialeiloes.com.br/lote/17693/show?page=3,"R$24.000,00",, visualizações: 1979 
,"LOTE 64,NISSAN/SENTRA 20 SL CVT - K*****4 - 2014 - 2015 - ALC/GAS","14/08/2019, 20:32:26",https://www.guariglialeiloes.com.br/lote/17664/show?page=3,"R$29.400,00",, visualizações: 980 
,"LOTE 65,HONDA/HR-V EX CVT - K*****3 - 2016 - 2016 - ALC/GAS","14/08/2019, 20:32:26",https://www.guariglialeiloes.com.br/lote/17660/show?page=3,"R$43.000,00",, visualizações: 3763 
,"LOTE 119,RENAULT/CLIO PRI 16 16VS - J*****2 - 2007 - 2007 - ALC/GAS/GNV","14/08/2019, 20:32:26",https://www.guariglialeiloes.com.br/lote/17831/show?page=4,"R$4.400,00",, visualizações: 457 
,"LOTE 120,CHEVROLET/ASTRA HB 4P ADVANTAGE - D*****6 - 2006 - 2007 - ALC/GAS","14/08/2019, 20:32:26",https://www.guariglialeiloes.com.br/lote/17842/show?page=4,"R$6.000,00",, visualizações: 738 
,"LOTE 118,CHEVROLET/CELTA - J*****6 - 2002 - 2002 - GASOLINA","14/08/2019, 20:32:26",https://www.guariglialeiloes.com.br/lote/17829/show?page=4,"R$4.000,00",, visualizações: 1159 
,"LOTE 117,FIAT/PALIO FIRE FLEX - K*****2 - 2007 - 2007 - ALC/GAS/GNV","14/08/2019, 20:32:26",https://www.guariglialeiloes.com.br/lote/17828/show?page=4,"R$6.000,00",, visualizações: 996 
,"LOTE 116,CHEVROLET/CORSA SEDAN PREMIUM - L*****6 - 2008 - 2009 - ALC/GAS/GNV","14/08/2019, 20:32:26",https://www.guariglialeiloes.com.br/lote/17774/show?page=4,"R$5.800,00",, visualizações: 412 
,"LOTE 114,VOLKSWAGEN/PASSAT 2.0T FSI - D*****0 - 2007 - 2007 - GASOLINA","14/08/2019, 20:32:27",https://www.guariglialeiloes.com.br/lote/17769/show?page=4,"R$12.400,00",, visualizações: 968 
,"LOTE 115,PEUGEOT/BOXER UNIVIDAS A - O*****4 - 2013 - 2014 - DIESEL","14/08/2019, 20:32:27",https://www.guariglialeiloes.com.br/lote/17771/show?page=4,"R$40.000,00",, visualizações: 699 
,"LOTE 113,FIAT/PALIO WEEK ELX FLEX - D*****6 - 2007 - 2007 - ALC/GAS","14/08/2019, 20:32:27",https://www.guariglialeiloes.com.br/lote/17900/show?page=4,"R$5.600,00",, visualizações: 163 
,"LOTE 112,CITROEN/C3 GLX 14 FLEX - E*****3 - 2010 - 2011 - ALC/GAS","14/08/2019, 20:32:27",https://www.guariglialeiloes.com.br/lote/17899/show?page=4,"R$6.000,00",, visualizações: 114 
,"LOTE 111,CHEVROLET/MERIVA JOY - M*****6 - 2007 - 2008 - ALC/GAS","14/08/2019, 20:32:27",https://www.guariglialeiloes.com.br/lote/17902/show?page=4,"R$8.000,00",, visualizações: 054 
,"LOTE 110,FIAT/PUNTO ELX 1.4 - M*****3 - 2008 - 2008 - ALC/GAS","14/08/2019, 20:32:27",https://www.guariglialeiloes.com.br/lote/17848/show?page=4,"R$9.000,00",, visualizações: 695 
,"LOTE 109,CHEVROLET/BLAZER ADVANTAGE - C*****5 - 2005 - 2005 - GASOLINA","14/08/2019, 20:32:27",https://www.guariglialeiloes.com.br/lote/17847/show?page=4,"R$6.600,00",, visualizações: 501 
,"LOTE 108,FIAT/SIENA ATTRACTIV 1.4 - L*****9 - 2013 - 2014 - ALC/GAS","14/08/2019, 20:32:27",https://www.guariglialeiloes.com.br/lote/17901/show?page=4,"R$14.600,00",, visualizações: 107 
,"LOTE 107,VOLKSWAGEN/AMAROK CD 4X4 - N*****8 - 2011 - 2012 - DIESEL","14/08/2019, 20:32:27",https://www.guariglialeiloes.com.br/lote/17846/show?page=4,"R$30.000,00",, visualizações: 1154 
,"LOTE 106,FORD/TRANSIT 350L BUS - O*****3 - 2013 - 2013 - DIESEL","14/08/2019, 20:32:27",https://www.guariglialeiloes.com.br/lote/17773/show?page=4,"R$41.500,00",, visualizações: 151 
,"LOTE 105,CHEVROLET/CRUZE LT NB - L*****2 - 2012 - 2012 - ALC/GAS/GNV","14/08/2019, 20:32:27",https://www.guariglialeiloes.com.br/lote/17859/show?page=4,"R$27.000,00",, visualizações: 834 
,"LOTE 104,PEUGEOT/207 HB XR - M*****5 - 2009 - 2010 - ALC/GAS","14/08/2019, 20:32:27",https://www.guariglialeiloes.com.br/lote/17839/show?page=4,"R$9.000,00",, visualizações: 335 
,"LOTE 103,CITROEN/C4 16GLX5P F - H*****0 - 2011 - 2012 - ALC/GAS","14/08/2019, 20:32:27",https://www.guariglialeiloes.com.br/lote/17775/show?page=4,"R$11.000,00",, visualizações: 982 
,"LOTE 102,CHEVROLET/CELTA 2P SPIRIT - H*****3 - 2007 - 2008 - ALC/GAS","14/08/2019, 20:32:27",https://www.guariglialeiloes.com.br/lote/17770/show?page=4,"R$5.200,00",, visualizações: 1090 
,"LOTE 101,VOLKSWAGEN/SAVEIRO 1.6 CS - H*****5 - 2011 - 2012 - ALC/GAS","14/08/2019, 20:32:27",https://www.guariglialeiloes.com.br/lote/17768/show?page=4,"R$12.000,00",, visualizações: 1551 
,"LOTE 99,CHEVROLET/ONIX 1.4MT LTZ - P*****6 - 2015 - 2015 - ALC/GAS","14/08/2019, 20:32:27",https://www.guariglialeiloes.com.br/lote/17830/show?page=4,"R$22.000,00",, visualizações: 1334 
,"LOTE 100,VOLVO/XC60 3.0T AWD - H*****2 - 2009 - 2009 - GASOLINA","14/08/2019, 20:32:28",https://www.guariglialeiloes.com.br/lote/17772/show?page=4,"R$25.000,00",, visualizações: 2488 
,"LOTE 98,BMW/F 800 GS - O*****0 - 2014 - 2015 - GASOLINA","14/08/2019, 20:32:28",https://www.guariglialeiloes.com.br/lote/17840/show?page=4,"R$22.000,00",, visualizações: 1306 
,"LOTE 97,HONDA/CG 160 FAN ESDI - F*****7 - 2017 - 2017 - ALC/GAS","14/08/2019, 20:32:28",https://www.guariglialeiloes.com.br/lote/17845/show?page=4,"R$5.600,00",, visualizações: 276 
,"LOTE 136,VOLKSWAGEN/GOL 1.0 - O*****7 - 2012 - 2013 - ALC/GAS","14/08/2019, 20:32:28",https://www.guariglialeiloes.com.br/lote/17850/show?page=5,"R$10.000,00",, visualizações: 935 
,"LOTE 135,FIAT/SIENA FIRE FLEX - H*****6 - 2010 - 2010 - ALC/GAS","14/08/2019, 20:32:28",https://www.guariglialeiloes.com.br/lote/17854/show?page=5,"R$10.000,00",, visualizações: 238 
,"LOTE 133,CHEVROLET/ASTRA HB 4P ADVANTAGE - J*****8 - 2007 - 2007 - ALC/GAS","14/08/2019, 20:32:28",https://www.guariglialeiloes.com.br/lote/17852/show?page=5,"R$8.000,00",, visualizações: 475 
,"LOTE 134,VOLKSWAGEN/SPACEFOX 1.6 GII - N*****7 - 2011 - 2012 - ALC/GAS","14/08/2019, 20:32:28",https://www.guariglialeiloes.com.br/lote/17853/show?page=5,"R$18.000,00",, visualizações: 421 
,"LOTE 132,KIA/SPORTAGE EX2 OFFG4 - O*****6 - 2012 - 2013 - ALC/GAS","14/08/2019, 20:32:28",https://www.guariglialeiloes.com.br/lote/17855/show?page=5,"R$40.000,00",, visualizações: 535 
,"LOTE 131,FORD/- CARGO 2429 L - P*****3 - 2012 - 2013 - DIESEL","14/08/2019, 20:32:28",https://www.guariglialeiloes.com.br/lote/17851/show?page=5,"R$90.000,00",, visualizações: 496 
,"LOTE 130,KIA/- K2500 HD - J*****3 - 2008 - 2009 - Sucata","14/08/2019, 20:32:28",https://www.guariglialeiloes.com.br/lote/17856/show?page=5,"R$2.000,00",, visualizações: 335 
,"LOTE 129,FIAT/PALIO FIRE ECONOMY - N*****0 - 2010 - 2011 - Sucata","14/08/2019, 20:32:28",https://www.guariglialeiloes.com.br/lote/17857/show?page=5,"R$800,00",, visualizações: 241 
,"LOTE 128,VOLKSWAGEN/POLO 1.6 - E*****0 - 2010 - 2011 - ALC/GAS","14/08/2019, 20:32:28",https://www.guariglialeiloes.com.br/lote/17780/show?page=5,"R$14.000,00",, visualizações: 613 
,"LOTE 126,FIAT/PUNTO 1.4 - E*****6 - 2009 - 2010 - ALC/GAS","14/08/2019, 20:32:28",https://www.guariglialeiloes.com.br/lote/17898/show?page=5,"R$12.000,00",, visualizações: 239 
,"LOTE 127,FIAT/UNO VIVACE 1.0 - F*****1 - 2014 - 2014 - ALC/GAS","14/08/2019, 20:32:28",https://www.guariglialeiloes.com.br/lote/17779/show?page=5,"R$13.000,00",, visualizações: 766 
,"LOTE 125,MITSUBISHI/PAJERO TR4 - D*****4 - 2006 - 2007 - GASOLINA","14/08/2019, 20:32:28",https://www.guariglialeiloes.com.br/lote/17897/show?page=5,"R$16.000,00",, visualizações: 475 
